Nombre,Marca,Modelo,Estrellas,Opinion,Votos,Fecha
Toyota Hilux 2018 Dx 4x2,toyota,Hilux,3,Hola es normal q largue humo blanco lo hace desde q la compramos sero,3,2019-10-31 11:24:09.764000+00:00
Toyota Hilux 2016 Srv 1GD,toyota,Hilux,4,"Tengo problemas con el sistema de freno que puede estar pasando ya cambie todo los componentes del freno delantero, el tema es que calienta demasiado ambos aros delanteros y los posteriores nada y noto que el frenado es más las dos delanteras y por exceso de temperatura hace que se cristalice y me quede sin freno, solo queda pendiente revisar el módulo de distribución del abs alguien que tenga mayor conocimiento respecto como regular las presiones de distribución se agradece el aporte.",-3,2019-10-30 14:46:16.192000+00:00
Toyota Hilux 2017 4 puertas 2400,toyota,Hilux,2,Sistema pdf muy malo se satura muy rápido húmeda mucho,-2,2019-10-18 15:18:59.125000+00:00
Toyota Hilux 2017 Revo,toyota,Hilux,5,"Excelente vehiculo 4x4, muy buen equipamiento, con bloqueador de diferencial trasero, A/C, Airbags. Camioneta de trabajo.",-3,2019-09-27 09:58:31.325000+00:00
Toyota Hilux 2018,toyota,Hilux,5,"una maquina, potente , gran economía (considerando el tipo de vehículo) , excelente capacidad 4x4 (Aun sin conectar el bloqueo del diferencial trasero), mucho espacio interior, maniobrable ,",-2,2019-09-20 04:24:27.063000+00:00
Toyota Hilux 2018 Full 4x4 automatica,toyota,Hilux,1,"hace 10 días un hilux 2019 en Panama ya rodé 1,000km de pronto manejando en una calle asfaltada nada de terreno inestable siento como el carro se estremece y hace un ruido fuerte y siento que se aguanto el motor no entraba ningún cambio es transmisión automática, al ponerla en P o poner R se estremecía y se escuchaba un golpe fuerte en la transmisión, el concesionario donde lo compre lo reviso y en efecto se percataron del problema, sin embargo me informaron que debían trasladarlo en grúa hasta otro taller de ellos donde especialistas de Toyota en transmisiones automáticas lo revisaría y que ellos no podían decirme que tenía porque no saben, el mismo día me llaman para hacer una prueba de calle y al llegar el problema desapareció! El auto estaba bien pero nunca supe que tenía mi carro y nunca me quisieron decir y en sus diagnósticos ponen que “el carro no presenta ningún problema y que es del funcionamiento normal”. Cómo cliente me siento engañado ya que el auto tiene un daño y posible defecto de fábrica y nunca supe que le hicieron ni porque ocurrió esto, esto deja muy mal a los representantes de la marca en Panama, revisando varios blogs veo que no soy el único que ha tenido este problema, al parecer ya ha ocurrido y a mi me pasó teniendo 10 días de uso el carro NUEVO, lastimosamente en Panama no hay leyes que obliguen al concesionario a cambiar el auto en casos como este.",3,2019-09-18 10:58:06.392000+00:00
Toyota Hilux 2008 3.0 automática,toyota,Hilux,5,Tengo un problema con mi hilux 3.0  despues de llegar a 80 k/h en subida pierde fuerza y al revolucionar el motor prende testigo check engine al momento se apaga. Pro al dejar un momento y volver a encender desaparece y vuelve más adelante con el problema. Alguien me puede ayudar.,0,2019-09-04 04:56:14.140000+00:00
Toyota Hilux 1993 Doble Cabina,toyota,Hilux,5,"Tengo la Hilux desde hace 7 años,la compre con 30.000 km de hecho el motor y ningun problema,cambio de aceite cada 5.000(ceroconsumo),limpieza de inyectores antes de cada invierno...gasoil y a andar",-1,2019-07-26 01:50:16.102000+00:00
Toyota Hilux 2008 dx 2.5td,toyota,Hilux,3,hola necesito saber q otra caja de cambios es igual o similar a la toyota 2008 dx 2.5 td,1,2019-07-24 17:53:07.191000+00:00
Toyota Hilux 1999 4 puerta 2rz motor 2.4,toyota,Hilux,5,Es muy buen vehículo y tengo ese problema ke pierde fuerza en la. Subida,1,2019-07-08 08:42:40.481000+00:00
Toyota Hilux 2018 4x4 SR,toyota,Hilux,5,"Maquinon rápida estable eficiente,",0,2019-06-14 15:31:20.143000+00:00
Toyota Hilux 2018 srx 4x4,toyota,Hilux,5,bueno pero se acelera  en punto muerto 2700 km,1,2019-06-10 00:45:11.203000+00:00
Toyota Hilux 1999 4 puertas prerunner 2.5 cc,toyota,Hilux,5,"Que tipo de aceite de motor devo usar en mi camioneta, si tengo 208963 km ?, hasta el momento uso 10w30 sintetico es recomendable seguir usando el mismo aceite o cambio por 15w40",0,2019-06-08 18:10:39.057000+00:00
Toyota Hilux 2014 Hilux 3.0 4x4 mecanico,toyota,Hilux,5,"Mi camioneta tiene problema en la salida cuando meto en 2da acelero pero el motor no reacciona, en sintesis no acelera.. cuando dejo el pedal del acelerador un poco apretado de repente reacciona e imprime la velocidad como para meter en 3ra. No hace todas las veces.. el pedal del acelerador siento que acelero pero no reacciona..ni aumenta el rpm..de repente parece que agarra la aceleracion.. si me pueden ayudaar.. ya le cambie el filtro original y le cargue un aditivo para combustible y igual no mejora.por favorr si me ayudan",8,2019-05-19 02:14:47.836000+00:00
Toyota Hilux 2006 2 puertas pikop,toyota,Hilux,3,Se apagó hace dos meses se le cambio bomba de diésel riel común  revisaron inyectores se le cambio módulo de inyección y no enciende se le reviso computadora pedal de de aceleración sensor cigüeñal mar y sigue sin encender que puedo hacerle,6,2019-04-18 20:17:02.066000+00:00
Toyota Hilux 2015 Full equipo srv 4x4,toyota,Hilux,5,Lo que pasa que a mi vehículo es full equipo pero le falta conectar 2 cosas porque en el tablero lo veo q esta hay pero no se prende ni indica seguro hay q adaptarlo o activarlo o ponerlo le falta poner los botones que van por donde esta la cigarrera 2 botones una es la de Eco y la otra es la del Power mode como aria para ponerlos y funcione en mi camioneta en el tablero aparece pero no prenden y no ha venido los botones en el carro se puede activar,0,2019-04-13 18:14:40.071000+00:00
Toyota Hilux 2015 D4D 2.5,toyota,Hilux,4,"Estoy contento con este logro, siempre lo quise... hasta el momento se presentaron algunos detalles, pero como se trata de un usado es admitibl... Veremos como se comporta al hacerle unos 50000.. es muy reciente para hacer o dar una opinión de su recomendación.",-1,2019-04-10 20:23:27.213000+00:00
Toyota Hilux 2010 hilux doble cabina 4x4,toyota,Hilux,5,"lo mejor q he tenido,ningun tipo de problemas con el motor 2.5cc diesel y lo demas perfecto.",-1,2019-04-09 21:59:36.774000+00:00
Toyota Hilux 2006 Hilux 4x4 CD SR5,toyota,Hilux,5,"Tengo un inconveniente en el tanque de combustible, resulta que hay fuga en el tanque, se procedió a bajar el tanque dos veces y chequear algún golpe o ruptura pero eso está descartado, se cambio las mangueras y abrazaderas del retorno, pero sigue el problema,  gotea con frecuencia, por último he podido detectar que existe mucha concentración de aire en el tanque al momento de aflojar la tapa sale aire con una presión considerable, esto pasa con frecuencia, al parecer se acumula mucho aire en el tanque, por favor agradecería sugerencias.",-2,2019-03-30 03:32:00.970000+00:00
Toyota Hilux 2016,toyota,Hilux,3,"Hace ruido el embrague, ya me lo cambiaron completo y nuevamente hace ruido, la agencia OZ Toyota me quiere culpar por mal manejo y ya no me quiere responder por la falla. La marca Toyota no se hace cargo de ese mal diseño. ( manejo desde mis 11 años camiones) Pretenden decirme que no sé manejar y cuidar un embrague. Además de poseer taxis y otros medios de transporte. Que se hace en estos casos???",4,2019-03-19 13:04:05.287000+00:00
Toyota Hilux 2001 4 puertas hilux,toyota,Hilux,5,"Me robaron los conectores de los sensores q van en el cuerpo de aceleración y no se como es la secuencia de la conexión de los cables,,",-1,2019-03-07 14:55:44.382000+00:00
Toyota Hilux 2015 Doble cabina SR 2.7 L,toyota,Hilux,4,"Tengo 3 Meses que adquirí mi primer Hilux 2015 dob cab SR 2.7 en muy buenas condiciones, me encanta su diseño y estilo. Su desempeño se siente muy bueno y solida, un poco brincona por ser de muelles, pero algo normal por ser vehículo de trabajo. el consumo de combustible en ciudad es de 7 km x Lt y carretera 10 Km/ Lt, el único detalle es que se escucha pequeños sonidos en la cabina por los empaques de la puerta del piloto.",0,2019-03-01 17:33:46.320000+00:00
Toyota Hilux 2007 Hilix,toyota,Hilux,4,"Tenia problemas con mi hilux. Se ahogaba al acelerar y también cuando de exigia, como en subida  , El problema que tenía era el sensor de aire .se llama sensor maf .es el que va encima de donde está el filtro de aire",0,2019-02-17 14:35:04.873000+00:00
Toyota Hilux 2016 Srv 4x4 at,toyota,Hilux,3,"Hola tengo problemas con mi hilux, no pasa de las 3000 rpm",0,2019-02-16 00:24:07.153000+00:00
Toyota Hilux 2012 Hilux vigo,toyota,Hilux,5,"Excelente vehículo y muy económico en combustible, buena potencia",1,2019-02-01 20:23:38.776000+00:00
Toyota Hilux 2014 2.5 144cv 2KD,toyota,Hilux,5,"Muy buen vehículo, potencia, durabilidad, es un hierro.",0,2019-01-24 09:16:54.702000+00:00
Toyota Hilux 2008 svr 3.0,toyota,Hilux,5,Super conforme excelente andar uno de los mejores modelos,0,2019-01-21 04:57:17.745000+00:00
Toyota Hilux 2006 Hilux 2.5 sx,toyota,Hilux,5,Hola mi hilux dejo de funcionar el ventilador del aire acondicionado de repente lo prendí y arrancó se paró al toque y no anduvo más la luz del aire prende pero no funciona el ventilador revise fucibled y están bien al menos los q me marca el manual como fusible del sistema de aire acondicionado q puede ser ???,1,2019-01-12 18:03:46.270000+00:00
Toyota Hilux 2013 motor 2500,toyota,Hilux,4,Buenas tardes era para preguntar por que el testigo del 4x4 alumbra amarillo si alguien sabe muchas gracias,1,2018-10-10 20:25:08.078000+00:00
Toyota Hilux 2014,toyota,Hilux,5,Es muy buena camioneta un poco dura en los asientos de atrás salta un poco,0,2018-10-01 04:00:28.317000+00:00
Toyota Hilux 2016 2.4  2gd,toyota,Hilux,3,"el vehiculo humea cuando pisas mal el embrague ese humo  se acumula en catalizador  tapandolo totalmente ese compromete al turbo y a los inyectores. el hilux tenia 25000 km.  gaste comprando injectores ,turbo y catalizador más bajada de motor .  el vehiculo respondía  muy bien  hasta los 23000 km . pero es muy delicado para el agua, polvo y se traba los la perilla doble.toyota tiene que mejorar en ese aspecto .repuestos muy caros.",0,2018-09-19 00:30:44.684000+00:00
Toyota Hilux 2010 4 puertas full 3.0,toyota,Hilux,4,"Es una camioneta buenísima no la cambio por nada, si bien ha tenido algunos achaques nunca me dejó a pie. La Máquina!!",-1,2018-08-24 14:00:36.116000+00:00
Toyota Hilux 2006 4 puertas full full 3.0 4x2,toyota,Hilux,5,Cumple con lo necesario para el trabajo muy buena máquina,0,2018-08-23 17:46:14.217000+00:00
Toyota Hilux 2010 motor 2.7,toyota,Hilux,5,mi carro le repare el motor y me gasto un 1litro de aceite despues de reparado cual puede ser el problema,0,2018-08-21 20:37:27.172000+00:00
Toyota Hilux 2008 4,toyota,Hilux,1,"En mi hilux drenaron el liquido de frenos pero a la vez deberían hacerlo el del embrague pero se olvidaron hacerlo, eso que perjuicio me traería?",0,2018-08-06 14:52:02.212000+00:00
Toyota Hilux 2007 4.0,toyota,Hilux,5,"Tengo un problema en mi Hilux se me tranco el volante y la llave no quiere pasar ,osea no me da la acción de desbloqueo de volante y encender ,el control inteligente se me daño tengo solo la llave vacía osea a afuera de la carcasa de control que sería espero su ayuda",0,2018-08-04 14:13:21.334000+00:00
Toyota Hilux 2004 3.0 4x4,toyota,Hilux,5,"Muy buena camionata, en extremo conforme.",0,2018-07-19 03:54:37.473000+00:00
Toyota Hilux 2008 Sbr,toyota,Hilux,3,Tengo una pregunta mi hilux abr consume mucho combustible y a perdido reaccion en subida se le iso Mantenimiento en los inspectores y  la comióneta no hasta aceite cuál será el problema,0,2018-07-06 00:18:53.475000+00:00
Toyota Fortuner 2017 motor 2.8 mecanico full,toyota,Fortuner,4,"Un gran vehiculo , he tenico la experiencia de recorrerlo en asfalto , trocha , arena y es muy potente. , lo que critico a mi parecer es que debería tener un mejor comportamiento de estabilidad (no balancearse) en los baches y también un frenado mas preciso en bajadas. , Después el vehículo es un maquinon",0,2020-08-11 05:44:19.631000+00:00
Toyota Hilux 2008 sw4 3.0 D4D,toyota,Hilux,5,"Tengo problemas de arranque, siempre andubo bien y de repente andando se paro le di marcha y arranco facil a los 15 km se paro y de nuevo le di marcha y arrnco facil, despues le cambien filtros y aceita y arranco y se paro y no arranco mas, y lo lleve a escanear y el escaner dio codigo P 0200 valvula de imyecciom defecto de fumciomamiento y me dijo el que la escaneo y puede ser el modulo de imyeccion pero que el no esta seguro, alguin me puede ayudar, gracias, doy alejandro de argentina",0,2018-06-13 22:26:48.309000+00:00
Toyota Fortuner 2011 4x4,toyota,Fortuner,4,Excelente vehículo se estropea muy poco.,0,2020-06-19 14:11:57.291000+00:00
Toyota Hilux 2007 2.5 TD DX Pack C/Doble 4x4,toyota,Hilux,4,"Buenas, cuanto costaria un cambio de nucleo o conjunto central del turbo de la 2.5 2kd aproximadamente? porque me deja pasar aceite por la admision creeria que ese camabio seria la solucion si no me equivoco",0,2018-06-11 18:13:34.550000+00:00
Toyota Fortuner 2008 4.0,toyota,Fortuner,5,"Sres tengo un problema con la fortuner. El aceite del motor perdió biscocidad y comenso a emitir un sonido fuerte como si fuera golpe de viela, no rodé mucho creen que allá sufrido grande daño?",0,2020-01-12 20:47:29.509000+00:00
Toyota Hilux 2014  3.0,toyota,Hilux,4,tengo una toyota hilux 3.0 y en segunda tirne unos tironeos por rato,0,2018-05-25 15:23:33.109000+00:00
Toyota Fortuner 2007 5,toyota,Fortuner,4,"Excelente vehiculo, lo conozco hace mas de 10 años , rinde el kilometraje/galon excelente, carga como buey, no se queja de ninguna situacion.... en fion, es un vehiculo de larga durabilidad y comodida al andar",0,2019-12-26 12:51:27.321000+00:00
Toyota Hilux 2004 4 PUERTAS 4x4,toyota,Hilux,5,Excelente pick-up. Rendimiento optimo y de alta calidad. Responsable en terrenos off-road. Ideal para trabajos de Campo.,0,2018-05-18 19:12:39.656000+00:00
Toyota Fortuner 2017 Motor 2.8,toyota,Fortuner,5,"Excelente carro, es cómodo, costos en combustible de acuerdo al uso y me llava donde quiera",0,2019-12-16 23:27:26.159000+00:00
Toyota Hilux 2014,toyota,Hilux,5,Excelente es la camioneta que da más por menos,0,2018-04-05 04:38:51.070000+00:00
Toyota Fortuner 2008 4 puertas,toyota,Fortuner,5,"Hoy mi fortuner se le fue la luz que ilumina al tablero , dejo de funcionar el marcador de revolución,  marcador de kilometraje , marcado de gasolina y el marcador de temperatura,  revisé todo lis fusible y están perfecto , en que me pueden ayudar a solventar  esto ... muchas gracias...saludos",2,2019-11-27 08:45:52.800000+00:00
Toyota Hilux 1997 Camioneta,toyota,Hilux,4,Es un vehiculo muy confiable,0,2018-03-21 17:43:36.185000+00:00
Toyota Fortuner 2014,toyota,Fortuner,5,"Excelente vehículo, tenía una captiva que es muy mala al cambiarla se sintió la mejora de vehiculo en un 100%",0,2019-06-20 06:00:14.619000+00:00
Toyota Hilux 2004 4 puertas 2.4,toyota,Hilux,4,Exelente maquina siempre me ha gustado la linea toyota pero japan lo demas no me convence.,0,2018-03-17 13:18:07.089000+00:00
Toyota Fortuner 2009 full. turbo diesel,toyota,Fortuner,5,"me la estan ofreciendo. , Sugerencias. Turbo diesel 2019",4,2019-02-16 23:47:47.116000+00:00
Toyota Hilux 2006 Camioneta,toyota,Hilux,5,"Fierro , no hay con que darle",0,2018-03-14 23:30:53.545000+00:00
Toyota Fortuner 2008,toyota,Fortuner,3,quiero saber por que pierde la fueza y que es el codigo 1251,0,2019-01-26 14:22:52.627000+00:00
Toyota Hilux 2006 hilux,toyota,Hilux,5,Exelente vehículo. No creo que cambie de marca alguna vez.,0,2018-03-10 11:44:43.761000+00:00
Toyota Fortuner 2009 srv,toyota,Fortuner,4,"excelente muy bueno, alta comodidad, se viaja tranquilo, puede cargar mucho peso arriba y entran 7 personas.",0,2018-08-27 14:49:03.752000+00:00
Toyota FJ Cruiser 2012,toyota,FJ Cruiser,5,Hola mi camioneta fj cruiser se incendio en el parqueo después de 4 horas de usarla por favor alguien me puede  explicar que paso  una idea es muy extraño a alguien le a pasado esto,0,2020-10-29 03:53:49.396000+00:00
Toyota Hilux 2012 Motor 2.5 full 4x4,toyota,Hilux,4,Es un vehículo a toda prueba.,0,2018-02-24 15:54:10.220000+00:00
Toyota Fortuner 2008,toyota,Fortuner,5,"Gran saludo para todos, mi camioneta me trae loco primero se fundió el motor debido a lubricación perdió la precio de aceite y se giraron las conchas, hice el motor completo, todo nuevo y la bomba de aceite tambien... Entonces cuando la prenda la presión de aceite sube hasta la mitad y luego disminuye hasta llegar a un cuarto e incluso un poco menos y esto genera un ruido en el motor el cual le da y luego se le quita, sonando similar a un taqueteo, suena no suena verdad no sé qué hacer xq todo está nuevo, sigueñal rectificado, conchas nueva, bomba nueva... Que pudiera ser esto les agradezco su ayuda tiene aceite 15w40 mineral el motor esta totalmente limpio x dentro",0,2018-05-25 11:31:49.751000+00:00
Toyota FJ Cruiser 2007 4x4,toyota,FJ Cruiser,5,Muy potente motor y la mejor compra que he hecho,0,2020-10-25 08:04:53.784000+00:00
Toyota Hilux 2011 4 puertas 4.0 6V,toyota,Hilux,5,"Excelente vehículo mucha fuerza fiel , super cómodo para todos los asientos de pasajeros, mucho espacio debajo del capó para agregar accesorios y modificaciones, línea sumamente atractiva",0,2018-01-16 02:46:01.371000+00:00
Toyota FJ Cruiser 2008 Fj cruiser,toyota,FJ Cruiser,5,"Amigos tengo un problema con mi fj cruiser del 2008 aut, cuando se reduce la velocidad devuelve los cambios de 1a y 2a muy fuerte generando un golpe agradezco me puedas ayudar",0,2020-06-01 20:02:40.680000+00:00
Toyota Hilux 1996 4x4 2.4 motor 22re inyección nafta,toyota,Hilux,5,El mejor vehículo que he tenido hasta el momento incomparable..,0,2018-01-06 02:59:30.324000+00:00
Toyota FJ Cruiser 2009,toyota,FJ Cruiser,5,excelente fuerza rendimiento tamaño comodidad y confort,0,2019-04-29 03:34:47.382000+00:00
Toyota Hilux 2014,toyota,Hilux,4,Excelente sin problemas hasta los 112000km que falló el embrague con un trabajo duro en terrenos malos.,-1,2017-12-01 03:08:45.266000+00:00
Toyota FJ Cruiser 2009 Premium,toyota,FJ Cruiser,4,"Excelente vehículo para ciudad y aun mejor para brecha, cómodo, amplio y comparado con el wrangler, suspensión suave, pocos ruidos, solo Le falta que el volante de dirección fuera ajustable en profundidad, eso hace complicado acomodarse.",1,2018-04-12 21:13:43.670000+00:00
Toyota Hilux 2012 4+4 DOBLE CABINA,toyota,Hilux,4,EXCELENTE RESULTADO. PRIMERA VEZ QUE TENGO UN PROBLEMA.,1,2017-10-29 21:05:31.248000+00:00
Toyota Hilux 2007 d4d 2.5 disel,toyota,Hilux,4,hola tengo un problema la toyota 2.5 disel da arranque gira el motor pero no ingecta combustible no sale dela bomba,0,2017-10-18 14:59:30.629000+00:00
Toyota Hilux 2011 Srv 3.0,toyota,Hilux,5,Tengo un barullo en el.motor mas que nada cuando recien la arranco estando fría como algo desgránadose pero es cuándo  esa amoderada,0,2017-09-17 15:35:49.126000+00:00
Toyota Hilux 2010,toyota,Hilux,2,"se me quema el driver a de turbo coloque uno nuevo igual , reemplace el driver de inyección",0,2017-08-26 01:36:28.877000+00:00
Toyota Hilux 2017 4x4 diesel,toyota,Hilux,1,"consume ,es durísima,inestable en camino de ripio,le entra tierra abajo del tablero cerca de los pedales,llevo en 6 meses 2 crucetas molidas,le suenan las mordazas de freno delantero,se atascó un vidrio electrico derecho trasero,si llueve queda prendido el indicador de ABS en tablero,muy desconforme,me paaso de nuevo a mi anterior marca.",0,2017-08-19 17:35:22.368000+00:00
Toyota Hilux 2008 4 puertas  2.5 4x2,toyota,Hilux,5,fiel a toda prueba excelente ademas siempre he tenido esta marca,-1,2017-07-26 20:11:22.936000+00:00
Toyota Etios 2017,toyota,Etios,5,Desde que lo sacamos de la agencia el único gasto ha sido la gasolina nunca piso un taller vamos Toyota buenísimo,1,2020-10-12 00:30:45.111000+00:00
Toyota Etios 2018 xs,toyota,Etios,4,"Buen auto, no puedo creer que no tenga cierre centralizadado al rodar el auto. Puertas ruidosas antes de los 10000 Km.",0,2020-10-03 20:48:26.118000+00:00
Toyota Etios 2016 4p xs tm6,toyota,Etios,3,En cuanto a motor y rendimiento me gusta mucho. En cuanto a chapa deja mucho por hacer. Se desprenden los paragolpes de nada. Y me aparecieron puntitos de óxido en toda la pintura. Toyota dice que no es corrosión y me dicen de pulirlo. Pero no me aseguran que no vuelva a aparecer.  A alguien le pasó? Gracias,-1,2020-09-20 00:58:58.100000+00:00
Toyota Etios 2016 XLS 5P,toyota,Etios,5,"El mejor auto del segmento ""B"" considerando: confiabilidad, robustez, precio vs valor de reventa.",1,2020-09-12 23:22:35.355000+00:00
Toyota Etios 2020,toyota,Etios,4,Tuve un 2014 Sedan X por trabajo... 250000 km con todos los service oficiales sin ningún problema. Solo una vez en ruta se me quemo un fusible del alternador. Al día de hoy el pibe que lo compro lo usa de Uber. Hoy tenemos un xls hatch 2020 y viene bien equipado para el precio que vale. Es un auto fiel y confiable y la mecánica es muy buena. Como contra lo único que tiene es que los paragolpes son de plástico muy blandito. Y las trabas que tiene para agarrarlo a la carrocería cuando te tocan de atrás o adelante estacionando se destraba. Y después no vuelve al lugar y queda feo.. unica critica que tengo después de 6 años usando etios.,0,2020-08-31 23:29:14.797000+00:00
Toyota Etios 2015 5 puertas xls full,toyota,Etios,4,recien comprado.primera vez con Toyota,1,2020-08-25 16:44:21.651000+00:00
Toyota Etios 2017 Platinum,toyota,Etios,3,Tengo problema con la dirección cuando arrancó y quiero salir rápido no responde por minutos,1,2020-08-24 14:26:43.082000+00:00
Toyota Etios 2017 sedan 5 puertas,toyota,Etios,5,"Buen auto teniendo en cuenta relacion precio producto , bajos consumos y motorizacion segura",0,2020-08-17 16:35:28.568000+00:00
Toyota Etios 2016 4 puertas,toyota,Etios,4,es buen auto por eso que me estrana lo que me sucedio menos mal que era a 6 cuadras de mi casa y no viajando,0,2020-06-24 17:58:46.488000+00:00
Toyota Etios 2019 4 puertas x,toyota,Etios,5,"por lo que vale y comparado con sus competidores, es el mejor, no se puede pedir mas, 0 problemas, economico si lo sabes manejar en vueltas, comodo interior, gran baul, ni se siente el motor, ya el base deberia tener llantas de 15 pulgadas , le pondre las llantas del xls, cuando se gasten las gomas . una masa el etios",2,2020-05-05 05:02:40.207000+00:00
Toyota Etios 2020 5 puertas,toyota,Etios,3,"está bueno, pero toyota no puede sacar un auto sin sensores de estacionamiento, luces de guantera, baúl, y traseras, luz de niebla atrás, pack eléctrico poco moderno, y tablero muy chico con visión lejos para quien usa lentes, toda una cuestión negativa.",7,2020-04-17 20:20:41.156000+00:00
Toyota Etios 2017 4 puertas XS,toyota,Etios,4,"Buenas tardes....cuando compre el vehículo busque opciones varias....y supe todo las contras del auto y sus pros también. Hay que investigar....hacer varios test, charlar con gente que lo tiene, ver diferentes test, etc, etc. Si no haces eso luego no te quejes del auto. El mío es 2017 XS. Es un auto low cost, es un auto funcional muy funcional.....busco baúl, lo tengo, Motor moderno y cadenero, caja de 6v, ABS, ISOFIX, 5 cinturones, 5 apoyacabezas, 2airbag, económico, espacio interior muy bueno. Pack eléctrico, radio, usb, volante multifunción, computadora, tablerito digital. , No tiene parlantes traseros, un solo y pésimo limpiaparabrisas, no tiene cierre en rodaje....etc, pero igual lo acepte y no me arrepiento porque me da lo que necesito.  , Si pudiera lo compraría de nuevo pero el que viene con ESP",14,2020-03-10 22:36:19.140000+00:00
Toyota Etios 2018 4 puertas,toyota,Etios,4,"Me encanta  , Es ágil súper cómodo de fácil manejo y estacionar",1,2020-02-17 20:31:47.641000+00:00
"Toyota Etios 2018 XS 4 puertas y baul, caja 6ta",toyota,Etios,4,"Esteticamente, un poco ""tosco"". pero el andar en ruta? no gasta nada. A 90 km/h en 6ta hace 21 km/litro. Ruido a rozamiento de rulemanes al bajar la velocidad para frenar (bastante molesto). Cargado con 5 personas, poca fuerza en pendientes. En el llano, una seda, y potente para superar otro vehiculo. En 6ta va muy descansado el motor (2.800 rpm a 120 km/h). Ningun problema hasta ahora. Dirección super blanda, Aire Acond enfria muy bien (en ruta, con aire encendido, en 6ta y a 120 km/h, hace 16 km/litro). Eso si: dejado al sol, es un auto ""caliente"" (absorbe mucho el calor el habitáculo). o sea: tiene mas pro que contras.  Muy conforme con el Etios. Tiene  3 años de garantia.",4,2020-02-07 07:02:58.795000+00:00
Toyota Etios 2019,toyota,Etios,5,muy bueno  exelente  experiencia lo compre en  AUTOESPAR 932117980 RECOMIENDO EL MODELO  SUPER ECONOMICO Y RINDE PARA TRABAJO,2,2020-01-22 18:58:49.822000+00:00
Toyota Etios 2016 5 puertas caja msnual,toyota,Etios,3,Es una verguensa que toyota tenga un auto haci 80.000 km cambie tres veces el bonbin de embraye no tiene luz en el baul tube que cambiar las custfo cubiertas con 10 mil km casi me mato trajo cubiertas que no son para piso lluvioso agarre un charco casi sali a la banquina consume como un V 6  un desastre,-15,2019-10-15 19:26:34.033000+00:00
Toyota Etios 2014 Cross XLS,toyota,Etios,3,"Lo compre hace 1 semana usado, el embrague se siente raro y hay que apretarlo muy al fondo, el freno tiene muchisimo recorrido (yo acostumbrado al 206 que era una seda) la direccion electrica hay que acostumbrarse, en ruta tiende a irse hacia los lados lentamente, no tiene luz de baul, muy mal, no tiene cierre automatico de puertas cuando arrancas, muy mal, no tiene indicador de temperatura del motor!!!!!!! un HORROR ESO! y si se recalienta como cornos me entero!, no encuentro el manual de usuario por ningun lado, el motor regula muy abajo tanto que si no lo acelero bien y estoy en subida se para, cosa que jamas me paso con el 206.",-14,2019-09-10 11:06:21.534000+00:00
Toyota Etios 2018 Ethios xls M/T 5p hatch,toyota,Etios,3,Tengo una pregunta: me compré un ethios 0km 2019 xls M/T  5p y no puedo encender los faros antiniebla traseros. Alguien sabe si los trae o no ?,0,2019-09-02 18:05:56.419000+00:00
"Toyota Etios 2017 5 puertas full, motor 1.5",toyota,Etios,3,"Me llama mucho el alto consumo de combustible, con un motor 1,5, comparando con i anterior vehiculo, un Voyage.. .",-6,2019-07-25 00:18:03.509000+00:00
Toyota Etios 2015,toyota,Etios,5,Excelente confortable y economico,2,2019-05-13 04:51:22.718000+00:00
